Subspecies	Sex	Source	VoucherID	Longitude	Latitude	Mass	Wing	Tail	Culmen	mPC1	mPC2	mPC3	bio1	bio3	bio7	bio12	bio15	bio18	Altitude	cPC1	cPC2	cPC3	cPC4
White	Male	Net	NA	-74.64052	6.5514	18.6	51	30	10.2	0.0186509279687126	0.608039986615035	1.47901182292551	261	90	110	2535	44	515	425.5	-1.07115577457987	0.0302231690767153	-0.106155470104629	0.604351529678395
White	Male	Net	NA	-74.64052	6.5514	18.26	51	28	11.3	0.0173704734857798	-0.448367482889457	2.57735530500968	261	90	110	2535	44	515	425.5	-1.07115577457987	0.0302231690767153	-0.106155470104629	0.604351529678395
White	Male	Net	NA	-74.64052	6.5514	19.26	51	30.8	10.5	0.402198274626199	-0.0161222611832653	1.44068505020993	261	90	110	2535	44	515	425.5	-1.07115577457987	0.0302231690767153	-0.106155470104629	0.604351529678395
White	Unknown	Net	NA	-74.35172	6.71085	18.21	49	30	9.5	-0.774574190927326	-0.478675367967928	0.275979679877757	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Female	Net	NA	-74.35172	6.71085	14.37	50	30	10.5	-0.00838272940960122	-1.40961651846818	0.941084136979903	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Female	Net	NA	-74.35172	6.71085	14.32	50	29	9.7	-0.660452694002799	-0.821327946789231	0.346120879496337	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Unknown	Net	NA	-74.35172	6.71085	13.46	50	30	9.1	-0.660791911180087	-0.639470671819518	-0.447108932586834	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Unknown	Net	NA	-74.35172	6.71085	13.37	50	29	9.2	-0.859758639404099	-1.11067128096101	-0.44326404239561	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Female	Net	NA	-74.35172	6.71085	13.69	50	31	10.7	0.390004326140982	-2.10199290925639	0.715260059228627	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Male	Net	NA	-74.35172	6.71085	17.56	50	29	10.1	-0.487298595040764	-0.819470562354408	0.858180611031927	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Male	Net	NA	-74.35172	6.71085	17.08	50	28	9.4	-1.08095943639236	-0.483972000709323	0.259487941603619	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Unknown	Net	NA	-74.35172	6.71085	15.21	51	31	10.1	0.35471108260267	-1.21693223326944	0.280684872954621	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Unknown	Net	NA	-74.35172	6.71085	13.95	51	30	9.5	-0.228926550710826	-0.323809742001997	0.099844695033218	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Unknown	Net	NA	-74.35172	6.71085	16.11	51	31	10	0.288237640160479	-0.829073233292874	0.354677935474638	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Unknown	Net	NA	-74.35172	6.71085	12.2	51	30	10	0.030861788694862	-1.0474838324005	0.362252237610605	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Unknown	Net	NA	-74.35172	6.71085	15.26	51	33	9.6	0.674188999732897	-1.13698886419732	-0.558980478496896	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Female	Net	NA	-74.35172	6.71085	14.23	51	30	9.2	-0.323510728429793	-0.916129611327446	-0.591603574885303	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Male	Net	NA	-74.35172	6.71085	16.91	51	29	9.5	-0.522591838579076	0.065590113632544	0.42360542475792	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Unknown	Net	NA	-74.35172	6.71085	16.88	52	30	10.3	0.40835018552281	-0.546567387520468	0.877803451887762	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Male	Net	NA	-74.35172	6.71085	16.96	52	32	9.4	0.530481046089247	-0.0632744330550559	-0.263130679373522	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Male	Net	NA	-74.35172	6.71085	17.63	52	31	8.9	0.0617027704214519	-0.368424881420402	-0.93954582326659	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Male	Net	NA	-74.35172	6.71085	15.91	52	31	10	0.595334816871216	-1.3256836275664	-0.0320100718925496	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Unknown	Net	NA	-74.35172	6.71085	16.23	53	28	10.2	0.11809357845895	-0.822002000147272	0.720784412463072	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Female	Net	NA	-74.35172	6.71085	15.54	53	30	10	0.616831024914287	-1.56796315614809	-0.165201000110309	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Unknown	Net	NA	-74.35172	6.71085	14.49	53	31	9.8	0.725131353094354	-0.303696577201921	0.11573812394431	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Male	Net	NA	-74.35172	6.71085	15.66	55	32	8.9	1.1194053640105	0.386189384007203	-1.053229388875	278	88	112	2888	45	558	111	-2.49794055849884	2.14418133735977	0.13904516538605	0.849971051913789
White	Female	Net	NA	-74.13454	6.71725	12.9	49	29	9.3	-1.05199645846913	-1.81233382632027	-0.552151001000088	281	88	109	2997	44	581	88	-2.4707108064506	2.72378578326279	0.0199730236686031	0.732748198613579
White	Unknown	Net	NA	-74.13454	6.71725	12.7	49	27	9.2	-1.67354319984549	-1.18595107484544	-0.111691081331765	281	88	109	2997	44	581	88	-2.4707108064506	2.72378578326279	0.0199730236686031	0.732748198613579
White	Unknown	Net	NA	-74.13454	6.71725	11.5	52	27	9.6	-0.647644283956214	-1.52583845871821	-0.162454342007901	281	88	109	2997	44	581	88	-2.4707108064506	2.72378578326279	0.0199730236686031	0.732748198613579
White	Unknown	Net	NA	-75.69542	7.06201	15.65	53	30.32	10.84	0.974268680381134	-0.0111137475496299	1.67919554274744	237	84	124	2276	50	321	748	-0.299464124600637	-3.19589506514668	0.92101486636525	-0.337661920356303
White	Unknown	Net	NA	-75.69436	7.08155	16.05	51	30.8	9.13	-0.24034927341236	0.806502122900806	0.118123625106284	251	85	123	2376	52	314	637	-1.56234704971071	-1.92447220598362	1.17658851181523	-0.0746100741403487
White	Unknown	Net	NA	-75.69436	7.08155	16.42	53	23.66	9.89	-1.20692072508076	-0.535124542760761	0.999898653683287	251	85	123	2376	52	314	637	-1.56234704971071	-1.92447220598362	1.17658851181523	-0.0746100741403487
White	Unknown	Net	NA	-75.69436	7.08155	14.56	53	31.36	11.18	1.47190078661711	-1.16887112946995	1.38531266717609	251	85	123	2376	52	314	637	-1.56234704971071	-1.92447220598362	1.17658851181523	-0.0746100741403487
White	Unknown	Net	NA	-75.69436	7.08155	17.28	54	32.8	9.52	1.25454205304109	1.59730643846306	0.400389771700299	251	85	123	2376	52	314	637	-1.56234704971071	-1.92447220598362	1.17658851181523	-0.0746100741403487
White	Unknown	Net	NA	-75.61414	7.18019	18.21	50	27.72	10.16	-0.806532314109593	-0.834697646208961	1.08205011437096	252	85	121	2877	49	405	480.5	-1.06416603401273	-1.10192074124951	1.53907380387198	-0.306450664862183
White	Unknown	Net	NA	-75.61225	7.1808	17.91	53	35	10.51	2.14192084869023	-0.765628686206654	0.297858502548707	252	85	121	2877	49	405	480.5	-1.06416603401273	-1.10192074124951	1.53907380387198	-0.306450664862183
White	Unknown	Net	NA	-75.61225	7.1808	NA	54	34	10.07	1.93665811147243	-0.402140882924483	-0.0824117027694658	252	85	121	2877	49	405	480.5	-1.06416603401273	-1.10192074124951	1.53907380387198	-0.306450664862183
White	Unknown	Net	NA	-75.61193	7.18225	15.67	53	32.58	10.16	1.3253649013346	-0.589059057552385	0.235790600259228	252	85	121	2877	49	405	480.5	-1.06416603401273	-1.10192074124951	1.53907380387198	-0.306450664862183
Yellow	Female	Net	NA	-76.64306	7.5931095	15.46	52	29	9.6	-0.165149857827319	-0.548741300732142	0.103451656021265	270	84	104	3658	46	445	34	-1.55489682345136	2.54687698432272	-0.474485428807578	-0.881401702196623
Yellow	Male	Net	NA	-76.64306	7.5931095	15.36	53	30	10	0.552316471309607	-0.487411236606459	0.396908204491889	270	84	104	3658	46	445	34	-1.55489682345136	2.54687698432272	-0.474485428807578	-0.881401702196623
Yellow	Female	Net	NA	-76.673787	7.773899	15	56	34	9.3	2.0136043526072	2.01661994666755	-0.0647106367875923	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Male	Net	NA	-76.673787	7.773899	18	51	31	9.5	-0.0199366144487187	0.705014796761852	0.5138522963489	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Male	Net	NA	-76.673787	7.773899	NA	52	32	10.3	0.838426536847902	1.30847820509318	1.60042317865621	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Male	Net	NA	-76.673787	7.773899	17	52	28	10	-0.293725365934119	-0.0224150707200726	1.00953576785683	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Unknown	Net	NA	-76.673787	7.773899	16	53	32	10	1.04287521663909	0.354616931436906	0.592550551945781	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Male	Net	NA	-76.673787	7.773899	16	51	27	10.5	-0.642763810308003	0.274990078732197	2.05265569810138	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Male	Net	NA	-76.673787	7.773899	19	52	31	10	0.45824139046127	0.970489201459567	1.16247198788712	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Male	Net	NA	-76.673787	7.773899	17.5	53	36	10.6	2.33412585074475	1.19727815703397	1.31277702806148	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Male	Net	NA	-76.673787	7.773899	18	50	26	9.46	-1.67275970226676	0.80499175525869	1.24906364170503	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Male	Net	NA	-76.673787	7.773899	19	51	29	10.2	-0.270982200299245	0.929905347278225	1.76764072736258	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Male	Net	NA	-76.673787	7.773899	17	53	30	10	0.435383842901124	1.47108911756275	1.41573113783337	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Unknown	Net	NA	-76.673787	7.773899	17	53	32	9.9	1.03688416820128	-0.270541493156806	0.139566235151238	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Male	Net	NA	-76.673787	7.773899	NA	53	30	9.8	0.431466065226104	0.0857032784326199	0.439498853669012	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Male	Net	NA	-76.673787	7.773899	18	52	30	9.8	0.0880794521127345	1.19012412744831	1.14237328862494	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Male	Net	NA	-76.673787	7.773899	12	50	25	11.3	-1.03362914041976	-1.07973035073827	2.7408434417713	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Male	Net	NA	-76.673787	7.773899	14	53	30	11.2	1.00323205499074	0.666247331210999	2.5303284289885	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Male	Net	NA	-76.673787	7.773899	17.8	56	30	9.4	0.933641760778434	2.71361890442969	0.91041644257774	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
Yellow	Male	Net	NA	-76.673787	7.773899	18.08	51	34	9.9	0.985827432914556	0.349086553949277	0.476211742162032	267	86	98	2847	38	445	36	-1.40796108585904	1.87082812483041	-1.9504540924214	-0.447496499474042
White	Male	Net	NA	-75.1858575	6.590365	17.8	53	29.2	8.8	-0.26014115411531	0.79103322218417	-0.374364122193141	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	17.41	53	31	8.9	0.267995957124876	0.82332709858987	-0.447938198442843	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	18.26	51	29.7	9.4	-0.415353640355803	0.714391724938613	0.548507396242982	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	16.45	54	30.5	9.8	0.822897412066431	0.441177628397779	0.435473773397854	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	18.25	53	30.6	9.4	0.40144743026262	0.403988839382158	0.0212636516572265	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	17.27	54	29.9	9	0.293132154140884	0.792664863857289	-0.331151966320759	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	17.53	54.5	31	9.6	1.01654079687344	0.334916286083092	-0.000121334477701712	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	17.57	54	31	9.2	0.673709471154871	0.851502078670439	-0.178309761179149	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	19.08	50	29.7	9.3	-0.712313227103172	0.31570571473302	0.341683785665076	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	17.44	50	31.6	9.1	-0.288505712917966	0.371824337471934	-0.114935928185533	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Female	Net	NA	-75.1858575	6.590365	16.53	55.5	30.6	10.1	1.48934672352427	-1.12130832716896	-0.198662094045919	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	17.23	52	29.9	10.6	0.528808420978958	-0.840530113739087	1.12032178833812	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	19.88	54.5	31.4	10	1.27974232570079	0.640248294069292	0.621330517123942	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	18.46	54	30.5	9.7	0.861260119231845	-0.926860240880805	-0.403960621560703	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	17.7	53	31.1	10.1	0.84625954787994	0.296957453040021	0.799402598591705	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	18.83	53	29.3	10.1	0.416853155884286	-0.663471383113065	0.517929010020289	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	18.94	54	31.3	10.1	1.20644475872392	-0.182984619400522	0.397147000682269	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Net	NA	-75.1858575	6.590365	17.6	53.5	29.2	9.5	0.282110498929835	-0.88912957033288	-0.418154883051746	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Unknown	Net	NA	-74.57204	6.90883	10.2	55	28	9.7	0.420081517670932	-0.213600263668245	0.141714583890597	254	87	111	2849	44	764	549	-0.262762815498321	-0.244829169041734	1.26560942880811	-0.757614985417069
White	Male	Museum	IavH-2844	-73.94992	11.31288	NA	52.13	30.81	9.82	0.450091344115996	-0.455352673412616	0.197090237276648	285	80	123	1076	78	227	13	-6.7207912270872	-1.00128498609238	1.90949341066859	-1.92841590257868
White	Unknown	Museum	IavH-7149	-74.024682	11.299842	NA	52.54	33.95	9.56	1.25366808562281	0.326167548873066	-0.16173735741898	254	83	120	1820	75	515	413.5	-2.63435712518432	-2.56605420300502	1.85841741177632	-2.01973811833133
White	Male	Museum	IavH-0873	-75.03	7.37	NA	47.68	32.11	8.3	-1.0894885083063	-0.487597363339269	-1.34823878578024	266	87	117	4210	42	974	378	0.0358987469144875	2.47958985864755	2.94285577861891	-0.0858946786187913
