Subspecies	Sex	Source	VoucherID	Longitude	Latitude	Mass	Wing	Tail	Culmen	mPC1	mPC2	mPC3	bio1	bio3	bio7	bio12	bio15	bio18	Altitude	cPC1	cPC2	cPC3	cPC4
White	Unknown	Museum	IavH-7184	-74.024682	11.299842	NA	51.25	31.51	9.57	0.281081252281334	-0.357247078315211	-0.0431963706598336	254	83	120	1820	75	515	413.5	-2.63435712518432	-2.56605420300502	1.85841741177632	-2.01973811833133
White	Male	Museum	IavH-0883	-75.03	7.37	NA	47.63	31.22	9.14	-0.95770392917305	-0.863959393828867	-0.356449115183562	266	87	117	4210	42	974	378	0.0358987469144875	2.47958985864755	2.94285577861891	-0.0858946786187913
White	Male	Museum	IavH-15232	-75.451111	9.5775	17	49.02	28.02	10.03	-1.09193280707548	-0.192941379243177	1.33921364495995	275	76	130	1287	65	226	36	-5.86440734864377	-1.58134517733899	2.01243625312233	-2.13054961389413
White	Unknown	Museum	IavH-7158	-74.024682	11.299842	NA	54.04	30.36	10.56	1.1882206460019	-0.611999215895208	0.870515948534026	254	83	120	1820	75	515	413.5	-2.63435712518432	-2.56605420300502	1.85841741177632	-2.01973811833133
White	Male	Museum	IavH-15115	-75.451111	9.5775	17	49.02	29.47	9.74	-0.817561486845872	-0.325008643437574	0.724239258968897	275	76	130	1287	65	226	36	-5.86440734864377	-1.58134517733899	2.01243625312233	-2.13054961389413
White	Male	Museum	IavH-15606	-74.864221	5.03807	15.5	46.95	31.64	8.79	-1.27665406889941	0.681201133822882	0.0365213072193361	273	85	123	1618	47	343	258.5	-3.5678935172346	-0.213639775918994	0.266941284811053	1.01580563304205
White	Female	Museum	IavH-13970	-74.64783	5.456635	19	51.15	33.04	8.81	0.371452747344872	-0.919728402479432	-1.47947002312418	276	85	121	2053	49	418	181	-3.33891046350904	0.841459320756976	0.826922148049797	0.64721677730381
Yellow	Male	Museum	IavH-4974	-77.09323	8.04668	19.4	53.01	27.38	10.29	-0.0347100411207262	-0.371375605514425	1.1440548514496	264	83	93	2392	41	349	18	-1.81962009661527	1.18363263697827	-2.33428608736033	-1.86357122216953
Yellow	Male	Museum	IavH-4918	-77.11518	7.438388	18	52.79	31.91	9.51	0.741595151819324	0.462298299996257	0.0603379840368929	269	78	107	2854	50	319	2.5	-2.97547284933791	1.23715705927602	0.120358104316934	-2.64698865647546
Yellow	Male	Museum	IavH-4917	-77.11518	7.438388	20.3	50.42	29.9	9.98	-0.250640114653033	0.374131476105474	1.16279125619187	269	78	107	2854	50	319	2.5	-2.97547284933791	1.23715705927602	0.120358104316934	-2.64698865647546
Yellow	Male	Museum	IavH-4962	-77.11518	7.438388	18.8	51.49	29.23	9.78	-0.171387822494824	-0.466588227317967	0.413763624281946	269	78	107	2854	50	319	2.5	-2.97547284933791	1.23715705927602	0.120358104316934	-2.64698865647546
Yellow	Male	Museum	IavH-3741	-77.09568	7.90647	18.2	50.98	28.2	9.93	-0.549360721215661	-0.0826895530818102	0.995416180451639	263	80	99	2533	43	346	77.5	-2.04972369821326	0.818960526242548	-1.44898689292923	-2.32797825464132
Yellow	Male	Museum	IavH-7379	-77.14428	7.72386	18.6	53.01	28.8	10.54	0.463238419807482	-0.466291676762515	1.24201874552113	267	79	103	2676	47	313	4	-2.75830438067395	1.06367683012282	-0.518912575164089	-2.58875337548381
Yellow	Male	Museum	IavH-4916	-77.14428	7.72386	20	51.56	27.15	9.68	-0.793318120690767	0.129169987019945	0.839003511697489	267	79	103	2676	47	313	4	-2.75830438067395	1.06367683012282	-0.518912575164089	-2.58875337548381
Yellow	Male	Museum	IavH-4913	-77.14428	7.72386	18.6	52.64	29.4	10.08	0.306563946933661	-0.181324606455036	0.777275987331549	267	79	103	2676	47	313	4	-2.75830438067395	1.06367683012282	-0.518912575164089	-2.58875337548381
Yellow	Male	Museum	IavH-4894	-77.09568	7.90647	18	52.57	29.83	10.3	0.496497573775645	-0.144146017911208	1.0345894496293	263	80	99	2533	43	346	77.5	-2.04972369821326	0.818960526242548	-1.44898689292923	-2.32797825464132
Yellow	Male	Museum	IavH-4914	-77.11518	7.438388	19.2	52.44	28.99	9.34	-0.217286358163808	0.43755083495128	0.229054204698761	269	78	107	2854	50	319	2.5	-2.97547284933791	1.23715705927602	0.120358104316934	-2.64698865647546
Yellow	Male	Museum	IavH-4964	-77.098141	7.906764	15	53.3	33.37	9.42	1.23810838490937	0.475824673462972	-0.290020666779434	263	80	99	2533	43	346	77.5	-2.04972369821326	0.818960526242548	-1.44898689292923	-2.32797825464132
Yellow	Female	Museum	IavH-4944	-77.3636111	8.654	16.5	54.31	29.13	9.41	0.425920691751002	-0.503767825445576	-0.428162345668712	263	88	81	2154	49	537	21.5	-1.51624471815953	1.14996840208158	-3.1186584151979	-2.1921718346169
Yellow	Male	Museum	IavH-4924	-77.24291	7.092637	NA	52.63	30.27	9.76	0.38856411400399	0.0175755707611826	0.367715985341468	269	82	106	3675	43	456	34	-1.39122460925833	2.4460381892576	0.631524456257331	-1.71038036719569
Yellow	Female	Museum	IavH-4945	-77.1437028	8.2859222	18.4	52.3	31.79	10.19	0.940398757584872	-0.754548378153798	0.373620325392711	260	88	86	2206	43	325	64.5	-1.04398534163516	1.03324695005836	-3.64916482980793	-1.12740505531442
Yellow	Male	Museum	IavH-4933	-77.24291	7.092637	NA	52.4	31	9.26	0.256914626445522	0.832566652768515	0.0938615156226595	269	82	106	3675	43	456	34	-1.39122460925833	2.4460381892576	0.631524456257331	-1.71038036719569
Yellow	Female	Museum	IavH-4946	-77.1437028	8.2859222	16.1	51.46	32.86	9.78	0.842784330190509	-1.15137177959595	-0.37854379110738	260	88	86	2206	43	325	64.5	-1.04398534163516	1.03324695005836	-3.64916482980793	-1.12740505531442
White	Female	Museum	ANDESO-1013	-74.26435	6.30707	13.42	48.87	29.6	8.66	-1.30792495524419	-0.0556010271593453	-0.512068638119196	271	89	109	2604	37	582	229	-1.43202779982295	1.65866174422884	-0.743123337998876	1.26376134164834
White	Male	Museum	ANDESO-1035	-74.864221	5.03807	18	48.09	30.3	9.22	-1.08560868399893	-0.170543143062869	0.158945641980272	273	85	123	1618	47	343	258.5	-3.5678935172346	-0.213639775918994	0.266941284811053	1.01580563304205
White	Unknown	Museum	CSJ-a0755	-75.12854	6.917825	NA	54	31	8.82	0.615863698568675	-0.936549828534904	-1.59400328499597	212	81	118	3136	44	809	1142	3.9173267882372	-3.87429989526744	1.27937008794906	-2.19597471266638
White	Male	Museum	CSJ-a0439	-75.12854	6.917825	NA	50.4	34	8.68	0.28534399587477	0.44216100782169	-0.957196519199738	212	81	118	3136	44	809	1142	3.9173267882372	-3.87429989526744	1.27937008794906	-2.19597471266638
White	Male	Museum	CSJ-a0438	-75.12854	6.917825	NA	49.19	31	8.71	-0.794559213158233	-0.463305217711502	-0.871013301763041	212	81	118	3136	44	809	1142	3.9173267882372	-3.87429989526744	1.27937008794906	-2.19597471266638
White	Female	Museum	CSJ-a0758	-75.12854	6.917825	NA	52	28.58	9.03	-0.52731067613831	-0.520545416803967	-0.559287991622784	212	81	118	3136	44	809	1142	3.9173267882372	-3.87429989526744	1.27937008794906	-2.19597471266638
White	Male	Museum	CSJ-a0738	-74.53333	7.03083	NA	50.56	30.14	8.8	-0.669140270664688	0.560226870071756	-0.295181765243364	254	87	110	3022	44	787	557	0.0476321926703939	0.226819934669551	1.37593280606152	-0.813993842206796
White	Male	Museum	CSJ-a0757	-74.53333	7.03083	NA	52.33	31.08	8.2	-0.254986293688155	1.75310117952357	-0.782380055632679	254	87	110	3022	44	787	557	0.0476321926703939	0.226819934669551	1.37593280606152	-0.813993842206796
White	Female	Museum	CSJ-a0747	-75.094617	6.973633	NA	50.09	30.74	8.46	-0.716273936274567	-0.583593244735575	-1.33702477703481	231	86	117	3450	44	869	932.5	2.54845316725242	-1.96412045972756	1.7521169576418	-0.857526408709551
White	Male	Museum	CSJ-a0756	-74.53333	7.03083	NA	51.54	29.2	8.7	-0.681511015020396	0.338493804364148	-0.550162279084466	254	87	110	3022	44	787	557	0.0476321926703939	0.226819934669551	1.37593280606152	-0.813993842206796
White	Male	Museum	CSJ-a0762	-75.013984	6.34778	NA	51.7	29.94	8.08	-0.706072422472966	0.346869819026129	-1.44821834427602	231	89	112	2922	39	571	1093	2.68978970885634	-1.99694075019696	0.0937243044803021	0.28483495950271
White	Male	Museum	MUJ-819	-74.88684	5.199505	NA	47.84	28.51	8.49	-1.95060379856462	-0.247924260347484	-0.5650320042108	262	85	114	2238	42	453	476	-1.3454613478597	0.132504249966479	0.0419999106775449	0.167337514556584
White	Male	Museum	MUJ-778	-74.88684	5.199505	NA	49.19	28.1	8.19	-1.83419300830411	0.0422224101269608	-0.920997629203936	262	85	114	2238	42	453	476	-1.3454613478597	0.132504249966479	0.0419999106775449	0.167337514556584
White	Male	Museum	MUJ-777	-74.88684	5.199505	NA	47.91	26.63	8.68	-2.3339309668255	-0.638726733160203	-0.306702303127809	262	85	114	2238	42	453	476	-1.3454613478597	0.132504249966479	0.0419999106775449	0.167337514556584
White	Male	Museum	MUJ-297	-74.43404	4.963945	NA	48.63	26.4	9.8	-1.69371806688964	-0.931914096560797	0.907305226324715	219	90	102	1741	41	551	1194	2.89117696006357	-3.89960433546788	-1.89502293599108	-0.338711966511465
White	Male	Museum	MUJ-1662	-75.37	3.06	NA	50.85	29.68	9.45	-0.333895956927417	-1.07481507388433	-0.296685259462369	268	85	133	1417	56	113	514.5	-4.34203626174558	-2.02964789384865	1.75041039480846	1.028017729071
White	Female	Museum	MUJ-1659	-75.37	3.06	13.02	50.41	30.46	9.33	-0.342469301219185	-0.313713036188617	-0.0921407357597769	268	85	133	1417	56	113	514.5	-4.34203626174558	-2.02964789384865	1.75041039480846	1.028017729071
White	Female	Museum	MUJ-1661	-75.37	3.06	10.97	49.94	28.58	9.94	-0.654697519257723	-1.35759218869545	0.432411155731861	268	85	133	1417	56	113	514.5	-4.34203626174558	-2.02964789384865	1.75041039480846	1.028017729071
White	Female	Museum	MUJ-1663	-75.37	3.06	13.12	51.13	33.16	9.05	0.504523740924074	-0.956760436508639	-1.2040543481282	268	85	133	1417	56	113	514.5	-4.34203626174558	-2.02964789384865	1.75041039480846	1.028017729071
White	Male	Museum	MUA-AVP368	-75.1858575	6.590365	NA	51.82	31.78	8.36	-0.0957311279870627	1.04703437662445	-0.964619771496618	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Museum	MUA-AVP365	-74.6933	7.028341	NA	49.67	30.37	8.15	-1.16138983443522	0.99506104061142	-0.813149711279724	246	85	115	2971	43	774	700	0.472899885043097	-1.1322687318354	2.02649965110589	-1.34353394310332
White	Male	Museum	MUA-AVP367	-75.1858575	6.590365	NA	51.72	32.04	7.89	-0.262999351355469	1.15163741758373	-1.52941481474313	228	87	118	2903	44	502	1102	2.15333690296118	-2.92114056828318	0.595054637386569	-0.0105357794726663
White	Male	Museum	MUA-AVP717	-74.82352	6.23483	NA	51.91	29.57	8.79	-0.475409013393714	0.934622142129236	-0.217387161404517	242	90	108	2694	40	562	800.5	1.5341330866599	-1.03428401633322	-0.217622953825221	0.350396958237476
White	Male	Museum	MUA-AVP719	-75.013984	6.34778	18.67	51.37	31.1	8.33	-0.441220877613067	1.44500310125966	-0.65575833859275	231	89	112	2922	39	571	1093	2.68978970885634	-1.99694075019696	0.0937243044803021	0.28483495950271
White	Male	Museum	MUA-AVP734	-74.84733	6.23483	16	49.92	26.88	9.24	-1.49208135287763	-0.203357630148177	0.34703145004203	238	90	108	2805	40	578	871	2.02666032302925	-1.21452711891606	-0.077363934962493	0.233955970630698
White	Male	Museum	MUA-AVP733	-74.37876	6.4437	15	48.21	28.01	9.27	-1.63047489329467	-0.49605746420207	0.315627474051183	277	87	116	2473	43	547	117	-2.82483499143461	1.46179815046465	-0.168823141774784	1.17239135516998
Yellow	Male	Museum	MLS- 7831	-76.64306	7.5931095	NA	49.5	27.69	7.72	-2.12387845338058	1.06787928339282	-0.978079021126563	270	84	104	3658	46	445	34	-1.55489682345136	2.54687698432272	-0.474485428807578	-0.881401702196623
White	Male	Museum	MLS-4245	-74.43404	4.963945	NA	49.85	26.84	8.21	-1.95339458695405	-0.455966468541842	-1.08661077760234	219	90	102	1741	41	551	1194	2.89117696006357	-3.89960433546788	-1.89502293599108	-0.338711966511465
White	Male	Museum	MLS-4247	-74.43404	4.963945	NA	47.48	28.58	9.89	-1.38339476033488	-0.946914403968005	0.897898624835108	219	90	102	1741	41	551	1194	2.89117696006357	-3.89960433546788	-1.89502293599108	-0.338711966511465
White	Male	Museum	MLS- 4248	-74.43404	4.963945	NA	48.27	27.77	9.32	-1.64525985095902	-0.693862117465828	0.298000412195435	219	90	102	1741	41	551	1194	2.89117696006357	-3.89960433546788	-1.89502293599108	-0.338711966511465
White	Male	Museum	ICN-NP	-74.61664	5.668136	NA	50.43	32.19	8.66	-0.161443472359434	-0.278136689531566	-1.14194573720169	277	87	116	2212	48	466	159.5	-2.92169110867651	1.40951683946041	0.249894573575648	1.02813424282651
White	Male	Museum	ICN-NP	-74.61664	5.668136	NA	49.92	27.86	8.13	-1.74400425911668	0.401620328177638	-0.875308965750488	277	87	116	2212	48	466	159.5	-2.92169110867651	1.40951683946041	0.249894573575648	1.02813424282651
White	Male	Museum	ICN-NP	-74.61664	5.668136	NA	45.78	29.92	8.78	-2.02351888933957	-0.109273498305664	-0.0288461816417953	277	87	116	2212	48	466	159.5	-2.92169110867651	1.40951683946041	0.249894573575648	1.02813424282651
White	Male	Museum	ICN-NP	-74.61664	5.668136	NA	45.33	26.88	8.63	-3.03449076070549	-0.124658570538448	0.197673059279486	277	87	116	2212	48	466	159.5	-2.92169110867651	1.40951683946041	0.249894573575648	1.02813424282651
White	Male	Museum	ICN-341146	-74.324503	5.855165	16	46.47	27.44	8.11	-2.79440138020726	-0.0846507204815333	-0.660121387240529	262	90	108	2433	40	534	394.5	-0.62608950641841	0.777010337284711	-0.712227616107558	1.08683205764513
White	Male	Museum	ICN-38224	-75.675195	2.293155	17	48.29	26.53	8	-2.56612321260353	-0.370241002338652	-1.07254662677052	239	89	119	1169	39	317	757	-0.32378381685044	-3.76076292533582	-1.24990569156888	1.48806372063594
White	Male	Museum	ICN-36208	-73.5079	7.394792	16.6	46.73	27.72	8.71	-2.38163072272096	-0.168738037182258	-0.00452838753121913	280	89	118	2615	49	494	126	-2.99386285320252	1.63214842479457	0.20852511935637	1.74983923737766
White	Male	Museum	ICN-36196	-74.56745	5.949942	16.8	46.68	29.04	8.87	-2.00960019349463	0.507122320173863	0.397938410173635	277	91	112	2352	45	473	144	-2.42260015993736	1.66237887994362	-0.435422301690672	1.80645965184173
White	Male	Museum	ICN-PB-2580	-74.34999847	5	NA	49.08	28.71	8.96	-1.35839922575495	-0.0888217294984695	-0.0651217552389401	219	91	101	1808	38	577	1277.5	3.17032294135134	-3.82919079053086	-1.85784285825284	-0.187424328881717
White	Male	Museum	ICN-PB-450	-74.34999847	5	NA	50.83	27.93	9.75	-0.759730870876129	0.214964855234454	0.972239911897613	219	91	101	1808	38	577	1277.5	3.17032294135134	-3.82919079053086	-1.85784285825284	-0.187424328881717
White	Male	Museum	ICN-35803	-73.28366667	7.159527778	16.25	46.95	26.72	8.6	-2.62182460185097	-0.450652574694261	-0.198776572866292	229	92	90	1460	28	285	995.5	2.33167029945545	-2.71252567529908	-3.71739741468745	-0.154209319036915
White	Male	Museum	ICN-PB-2782	-74.31667328	5.033329964	NA	48.82	27.94	9.43	-1.43068966087371	-0.163853751248121	0.623070042588024	207	90	95	2162	38	695	1446	4.86533274170914	-4.14884857786442	-2.34143330993981	-1.03111032455146
White	Unknown	Museum	ICN-B-2148	-73.5	6.866670132	NA	49.55	30.24	10.75	0.0861352998561363	-2.18306150126688	0.886837697643051	268	91	107	2226	39	390	357.5	-1.2939066710471	1.01976378624618	-1.15146779226244	1.49007591201192
White	Female	Museum	ICN-B-2028	-73.48332977	6.933330059	NA	49.37	26.63	9.12	-1.68534175373688	-1.52516826375192	-0.393020106390836	247	91	95	1934	35	327	758.5	0.784107538662159	-0.827485427522317	-2.68360845275528	0.236542848691918
White	Male	Museum	ICN-35801	-73.28366667	7.159527778	16.25	51.18	28.52	8.98	-0.807084333004642	-0.279627333610596	-0.385330418171978	229	92	90	1460	28	285	995.5	2.33167029945545	-2.71252567529908	-3.71739741468745	-0.154209319036915
White	Male	Museum	ICN-PB-4606	-73.9326	11.3093	NA	53.65	30.97	9.3	0.654976893630511	0.128447756129518	-0.378115572196592	285	79	124	1121	78	230	0	-6.76185118668724	-0.958533478851383	2.09902224236363	-2.1047547577747
White	Male	Museum	ICN-HZ-041	-73.59999847	9.616669655	NA	49.32	26.66	8.6	-1.98759009718813	-0.331905332524175	-0.433917918123955	280	78	138	1448	52	217	45	-5.63401483490142	-0.678979531636974	1.71553050556172	0.21904912714069
White	Male	Museum	ICN-DA-29	-75.31667328	9.716670036	NA	49.54	32.5	10.85	0.617097078155237	-0.161120235628213	1.79382424800956	270	76	135	1468	53	338	146	-4.76954242202104	-1.56538711219948	2.02540342834733	-1.25229765207249
White	Male	Museum	ICN-NP	-75.28333282	9.733329773	NA	49.8	30.14	10.46	-0.0918904105977261	-0.596453605071808	1.32168943491164	248	78	134	1395	53	352	464.5	-2.53820021550652	-3.418216881799	1.35158696571461	-0.937312883787649
White	Male	Museum	ICN-35344	-73.8	7.45	16.5	50.17	30.84	9.21	-0.336526532310985	-0.67802679709245	-0.450236464174397	284	84	121	2673	55	416	64	-4.07548717309711	1.78388262226371	0.894136787758462	0.451044717742076
White	Female	Museum	ICN-HZ-040	-73.59999847	9.616669655	NA	51.14	31.46	9.14	0.0525450422639934	-0.386786045362718	-0.587810261821862	280	78	138	1448	52	217	45	-5.63401483490142	-0.678979531636974	1.71553050556172	0.21904912714069
White	Male	Museum	ICN-2889	-77.90000153	2.599999905	NA	50.29	27.8	10.47	-0.585410857398301	-0.579245460519115	1.56411877549952	259	86	91	4375	23	1102	19	2.63248996650422	4.72394877520998	-0.826553485814788	-0.894281300196175
White	Male	Museum	ICN-2881	-77.90000153	2.599999905	NA	47.8	25.66	9.08	-2.47429204384148	-0.290293154003402	0.517323598935834	259	86	91	4375	23	1102	19	2.63248996650422	4.72394877520998	-0.826553485814788	-0.894281300196175
White	Male	Museum	ICN-34265	-78.75666809	1.818889976	16.8	49.75	26.87	8.74	-1.73794197124981	-0.548231673026089	-0.448209691162917	258	78	57	2299	46	744	0	-0.409292938505863	2.22828778056898	-4.69076538045906	-6.21354258134811
White	Female	Museum	ICN-GA-453	-78.08332825	1.483330011	17	50.21	29.63	9.57	-0.471522487673519	-1.09961745143326	-0.0680568805950676	234	92	92	5112	17	1465	517.5	7.01054688433915	3.86917519570276	-0.455137009036723	0.385292759710388
White	Female	Museum	ICN- 34266	-78.75666809	1.818889976	16.2	49.7	29.53	10.52	-0.247053862670043	-0.789825650238186	1.38452264446278	258	78	57	2299	46	744	0	-0.409292938505863	2.22828778056898	-4.69076538045906	-6.21354258134811
Yellow	Male	Museum	ICN-LG-25714	-76.83332825	5.116670132	NA	53.67	30.68	9.9	0.9420151007857	-1.54665704936425	-0.450295356255385	265	92	89	7806	21	1710	49.5	7.15452648599272	10.3344060295507	2.37976827303359	0.111921877868442
White	Male	Museum	ICN-GA-446	-78.08332825	1.483330011	NA	49.04	24.47	9.34	-2.30032316233988	-0.945304247301121	0.493861147025277	234	92	92	5112	17	1465	517.5	7.01054688433915	3.86917519570276	-0.455137009036723	0.385292759710388
Yellow	Male	Museum	ICN-HR-3777	-76.73332977	3.783329964	NA	52.74	26.07	9.12	-0.965437668902837	-0.458943331068076	-0.203030326332045	230	90	115	1252	42	258	871.5	0.90668955195573	-3.92259495512399	-1.14489788293253	1.02008043059447
Yellow	Male	Museum	ICN-HR-3745	-76.73332977	3.783329964	NA	50.53	27.33	9.04	-1.31212200057622	0.204279321065867	0.170710437430811	230	90	115	1252	42	258	871.5	0.90668955195573	-3.92259495512399	-1.14489788293253	1.02008043059447
Yellow	Male	Museum	ICN-HR-3873	-76.73332977	3.783329964	NA	51.01	27.72	9.06	-1.03636702424998	-0.272310896224487	-0.160532240489467	230	90	115	1252	42	258	871.5	0.90668955195573	-3.92259495512399	-1.14489788293253	1.02008043059447
Yellow	Male	Museum	ICN-HR-3974	-76.73332977	3.783329964	NA	50.16	30.06	9.67	-0.384085310966045	-0.123393286808145	0.521858365638842	230	90	115	1252	42	258	871.5	0.90668955195573	-3.92259495512399	-1.14489788293253	1.02008043059447
Yellow	Male	Museum	ICN-2895	-77.90000153	2.599999905	NA	51.58	27.25	9.62	-0.735840385566555	-0.722965959303579	0.304367316177328	259	86	91	4375	23	1102	19	2.63248996650422	4.72394877520998	-0.826553485814788	-0.894281300196175
Yellow	Male	Museum	ICN-2896	-77.90000153	2.599999905	NA	50.37	27.55	9.28	-1.15913051507527	-0.364054241490148	0.175589574092586	259	86	91	4375	23	1102	19	2.63248996650422	4.72394877520998	-0.826553485814788	-0.894281300196175
Yellow	Male	Museum	ICN-HR-3756	-76.73332977	3.783329964	NA	52.25	29.16	9.59	-0.0428752975465597	-0.782856129767724	-0.0825914926926579	230	90	115	1252	42	258	871.5	0.90668955195573	-3.92259495512399	-1.14489788293253	1.02008043059447
Yellow	Male	Museum	ICN-31477	-76.05000305	8.166669846	NA	52.62	29.53	8.55	-0.360509394060134	0.387133391348328	-0.89512971475926	271	86	115	1760	53	234	53	-3.75245941702108	-0.165788789789351	-0.647813080680186	0.399368003615696
Yellow	Female	Museum	ICN-LG-25713	-76.83332825	5.116670132	NA	50.03	29.33	10.07	-0.375917169973748	-1.26860372011999	0.542362940710033	265	92	89	7806	21	1710	49.5	7.15452648599272	10.3344060295507	2.37976827303359	0.111921877868442
White	Male	Museum	ICN-2882	-77.90000153	2.599999905	NA	50.38	29.31	10.12	-0.322358080203157	-0.267063442368862	1.08475841926477	259	86	91	4375	23	1102	19	2.63248996650422	4.72394877520998	-0.826553485814788	-0.894281300196175
Yellow	Male	Museum	ICN-16700	-77.16667175	8.333330154	NA	50.51	26.36	9.41	-1.4146258106107	0.119217642345307	0.719346284435886	257	88	86	2184	43	317	125.5	-0.816891512795427	0.701868668171986	-3.52831642985085	-1.28260345074975
Yellow	Male	Museum	ICN-37036	-76.1	8.033333333	NA	49.53	31.48	8.78	-0.548541401441618	-0.322023429678692	-0.809887346526443	259	89	110	2036	49	294	270.5	-1.91011152049721	-0.516858341861716	-1.23624531584188	0.742542493919204
Yellow	Male	Museum	UICN-HB- 317	-77.183842	8.289253	NA	49.96	29.08	9.71	-0.681466032344369	-0.22036888794288	0.666959030933871	258	87	87	2201	43	579	106	-0.81776123503029	0.953524827256003	-3.04027469592866	-1.54560553657856
White	Female	Museum	UT-3	-75.09088889	4.135888889	13.2	52	28	9.02	-0.627027709404509	-1.54986852418938	-1.03723323464159	274	81	130	1429	48	238	442	-4.74396353665865	-1.08882134939425	1.99190654217781	-0.185300564757581
White	Male	Museum	UT-4	-75.06	4.308333333	NA	48.2	27.2	9.11	-1.94974874692053	-0.024467817283744	0.455963259484812	257	83	124	1542	43	261	670	-2.56746718124167	-2.03403646929556	1.07399102343794	-0.201683739705143
White	Male	Museum	UT-5	-75.06	4.308333333	NA	47.9	22.3	8.8	-3.47441067112355	-0.324130391455323	0.536328538499577	257	83	124	1542	43	261	670	-2.56746718124167	-2.03403646929556	1.07399102343794	-0.201683739705143
White	Female	Museum	UT-7	-74.97555556	4.244722222	NA	52.22	31	9.12	0.232522901331514	-0.611051251714415	-0.812896664865196	273	80	130	1339	47	230	423	-4.78052211302467	-1.21749102909401	1.77346651062097	-0.31387052112212
White	Male	Museum	UT-9	-74.97555556	4.244722222	NA	48.8	29	8.9	-1.32366586109601	-1.09355177816395	-0.663660338415977	273	80	130	1339	47	230	423	-4.78052211302467	-1.21749102909401	1.77346651062097	-0.31387052112212
White	Male	Museum	UT-12	-74.97555556	4.687222222	NA	47.7	29	8.73	-1.72004345302559	-0.799635726616161	-0.586794965411147	246	87	118	1617	39	296	794.5	-0.61417482695071	-2.38920187523716	-0.333715345152959	0.768840172645324
White	Male	Museum	UT-14	-75.09088889	4.135888889	14.9	48	33	8.42	-0.720609646034609	-0.277331043944474	-1.23446204833597	274	81	130	1429	48	238	442	-4.74396353665865	-1.08882134939425	1.99190654217781	-0.185300564757581
White	Female	Museum	UT-18	-75.212983	4.426197	16.4	49	27	8.93	-1.82640924107747	-0.584459441719627	-0.143779859426125	218	87	117	1928	31	354	1167	2.70701774717507	-4.15623436026256	-0.48835896595975	0.359273264044073
White	Male	Museum	UT-20	-75.675195	2.293155	16.5	49.9	31	9.12	-0.443411182658744	-0.070777661440282	-0.234074824879316	239	89	119	1169	39	317	757	-0.32378381685044	-3.76076292533582	-1.24990569156888	1.48806372063594
White	Male	Museum	UV-6251	-76.11438	1.31565	NA	51.5	26.2	9.7	-1.01561827960733	-0.58397913437697	0.616407991214503	205	90	109	2818	33	507	1316.5	5.61948476240844	-3.60410663815278	-0.868723289235431	0.374644985325449
White	Male	Museum	UV-6250	-76.11438	1.31565	NA	56.5	27.6	9.7	0.730197458867339	-0.248973054059634	-0.0207321679116767	205	90	109	2818	33	507	1316.5	5.61948476240844	-3.60410663815278	-0.868723289235431	0.374644985325449
Yellow	Female	Museum	UV-403	-76.9759345	3.744525	NA	55	29.2	9.1	0.464766015426299	0.119994323077155	-0.596819168159547	262	92	89	5731	36	884	69	3.60939942590942	6.33157913801408	0.284191987806561	-0.4022243225331
Yellow	Female	Museum	UV-414	-76.9759345	3.744525	NA	53.5	28.6	9	-0.104684666073234	-0.755736405204147	-0.914914256303487	262	92	89	5731	36	884	69	3.60939942590942	6.33157913801408	0.284191987806561	-0.4022243225331
Yellow	Female	Museum	UV-452	-76.9759345	3.744525	NA	52	27.3	9	-0.886209695403647	-0.524371875536366	-0.444483858453917	262	92	89	5731	36	884	69	3.60939942590942	6.33157913801408	0.284191987806561	-0.4022243225331
Yellow	Female	Museum	UV-3467	-76.9759345	3.744525	NA	51.5	32.6	9.1	0.405322946012001	0.250526314997381	-0.491751289646457	262	92	89	5731	36	884	69	3.60939942590942	6.33157913801408	0.284191987806561	-0.4022243225331
Yellow	Female	Museum	UV-3463	-76.9759345	3.744525	NA	51	30.4	9.4	-0.185191765286243	0.0298514066691864	0.107570751181101	262	92	89	5731	36	884	69	3.60939942590942	6.33157913801408	0.284191987806561	-0.4022243225331
Yellow	Female	Museum	UV-3462	-76.9759345	3.744525	NA	54	27.6	8.5	-0.552975620195314	0.919446283348358	-0.625323169388116	262	92	89	5731	36	884	69	3.60939942590942	6.33157913801408	0.284191987806561	-0.4022243225331
Yellow	Female	Museum	UV-3465	-76.9759345	3.744525	NA	53	28.3	8.9	-0.448692503673871	0.59830475384458	-0.237775726122493	262	92	89	5731	36	884	69	3.60939942590942	6.33157913801408	0.284191987806561	-0.4022243225331
Yellow	Female	Museum	UV-5771	-76.96840047	3.942106691	NA	56	28.1	8.8	0.353037549882907	-0.520335750832417	-1.30827909516179	261	91	83	6872	26	1196	42.5	5.37355402608559	7.97392783950037	0.572534452724183	-0.910398487351418
Yellow	Female	Museum	IavH-4916	-76.96840047	3.942106691	NA	55	27	8.7	-0.256067022598748	-0.673025056262665	-1.25382183131914	261	91	83	6872	26	1196	42.5	5.37355402608559	7.97392783950037	0.572534452724183	-0.910398487351418
Yellow	Male	Museum	UV-6089	-76.44804	3.99509	NA	53	28.8	9.7	0.102914652388565	-0.571930582187645	0.115051905415594	197	92	113	1421	38	362	1567	4.65170875002706	-6.48314039125	-1.82299660232846	1.07518682700068
